Port;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95
root.net.balanceInputs[11];-200;-200;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;0;0;0;-200;0;-200;0;0;0;0;0;-200;0;-200;0;-200;0;0;0;0;0;0;0;-200;-200;0;0;0;-200;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;-200;0;0;-200;0;0;0;0;0;-200;-200;0;0;0;0;0;-200;0;-200;0
root.net.validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.net.productionOutput;2.000;0,001;2.000,002;0,003;0,006;0,011;0,019;0,034;2.000,06;2.000,103;0,177;2.000,297;0,494;0,808;1,305;2,078;3,264;2.005,055;7,722;11,632;2.017,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;2.421,597;537,595;676,053;2.838,446;3.025,503;1.236,993;1.471,518;1.726,362;3.997,407;2.279,131;2.564,722;2.846,291;3.115,203;3.362,495;3.579,357;3.757,652;5.890,418;5.972,318;4.000;3.972,318;3.890,418;3.757,652;3.579,357;5.362,495;5.115,203;2.846,291;2.564,722;2.279,131;3.997,407;1.726,362;1.471,518;1.236,993;1.025,503;838,446;676,053;537,595;2.421,597;326,068;248,706;187,082;138,787;2.101,539;73,263;52,132;36,584;25,319;2.017,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;2.000,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;2.000,003;0,002;0,001
root.net.consumptionOutput;-2.000;-2.000;-2.000;0;-2.000;-2.000;-3.200;-2.600;-200;0;-1.400;0;-2.200;0;-2.000;-2.000;-2.200;0;-3.800;-2.400;0;0;-1.000;-2.200;-2.200;-400;-1.600;-2.000;-400;-2.200;0;-2.000;-1.200;-200;-1.600;0;-3.000;0;-1.600;0;-200;-2.000;-3.800;-2.200;-200;0;-2.000;0;-2.000;0;-2.400;-2.600;-2.000;-200;-2.000;-2.400;-400;-2.000;0;-1.400;-600;0;-1.200;-2.200;-2.200;-2.000;-2.000;-2.000;0;-200;-2.000;-200;-2.000;0;-3.000;0;-1.000;0;-800;-2.800;-2.200;-2.000;-1.600;0;-2.000;-400;-2.800;-1.400;-2.000;0;-1.000;0;-600;0;-1.400;-3.000
root.net.balanceOutput;0;-1.999,999;0,002;0,003;-1.999,994;-1.999,989;-3.199,981;-2.599,966;1.800,06;2.000,103;-1.399,823;2.000,297;-2.199,506;0,808;-1.998,695;-1.997,922;-2.196,736;2.005,055;-3.792,278;-2.388,368;2.017,281;25,319;-963,416;-2.147,868;-2.126,737;-298,461;-1.461,213;-1.812,918;-151,294;-1.873,932;2.421,597;-1.462,405;-523,947;2.638,446;1.425,503;1.236,993;-1.528,482;1.726,362;2.397,407;2.279,131;2.364,722;846,291;-684,797;1.162,495;3.379,357;3.757,652;3.890,418;5.972,318;2.000;3.972,318;1.490,418;1.157,652;1.579,357;5.162,495;3.115,203;446,291;2.164,722;279,131;3.997,407;326,362;871,518;1.236,993;-174,497;-1.361,554;-1.523,947;-1.462,405;421,597;-1.673,932;248,706;-12,918;-1.861,213;1.901,539;-1.926,737;52,132;-2.963,416;25,319;1.017,281;11,632;-792,278;-2.794,945;-2.196,736;-1.997,922;-1.598,695;0,808;-1.999,506;1.600,297;-2.799,823;-1.399,897;-1.999,94;0,034;-999,981;0,011;-599,994;2.000,003;-1.399,998;-2.999,999
root.solar.efficiencyInput;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
root.solar.productionOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,503;1.236,993;1.471,518;1.726,362;1.997,407;2.279,131;2.564,722;2.846,291;3.115,203;3.362,495;3.579,357;3.757,652;3.890,418;3.972,318;4.000;3.972,318;3.890,418;3.757,652;3.579,357;3.362,495;3.115,203;2.846,291;2.564,722;2.279,131;1.997,407;1.726,362;1.471,518;1.236,993;1.025,503;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.solar.consumptionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.solar.balanceOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,503;1.236,993;1.471,518;1.726,362;1.997,407;2.279,131;2.564,722;2.846,291;3.115,203;3.362,495;3.579,357;3.757,652;3.890,418;3.972,318;4.000;3.972,318;3.890,418;3.757,652;3.579,357;3.362,495;3.115,203;2.846,291;2.564,722;2.279,131;1.997,407;1.726,362;1.471,518;1.236,993;1.025,503;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.storage.commandInput;1;0;1;0;-1;-1;-1;-1;1;1;0;1;-1;0;-1;0;-1;1;-1;-1;1;0;0;-1;-1;0;0;-1;0;-1;1;-1;0;1;1;0;-1;0;1;0;0;-1;-1;-1;0;0;1;1;-1;0;-1;-1;-1;1;1;-1;0;-1;1;0;0;0;0;-1;-1;-1;1;-1;0;0;0;1;-1;0;-1;0;1;0;0;-1;-1;-1;0;0;-1;1;-1;0;-1;0;0;0;0;1;0;-1
root.storage.levelOutput;10.000;9.900;7.801;7.722,99;8.645,76;9.559,302;10.463,709;11.359,072;9.245,482;7.153,027;7.081,497;5.010,682;5.960,575;5.900,969;6.841,959;6.773,54;7.705,804;5.628,746;6.572,459;7.506,734;5.431,667;5.377,35;5.323,577;6.270,341;7.207,638;7.135,561;7.064,206;7.993,564;7.913,628;8.834,492;6.746,147;7.678,685;7.601,898;5.525,879;3.470,621;3.435,914;4.401,555;4.357,54;2.313,964;2.290,825;2.267,916;3.245,237;4.212,785;5.170,657;5.118,95;5.067,761;3.017,083;986,913;1.977,043;1.957,273;2.937,7;3.908,323;4.869,24;2.820,548;792,342;1.784,419;1.766,575;2.748,909;721,42;714,205;707,063;699,993;692,993;1.686,063;2.669,202;3.642,51;1.606,085;2.590,024;2.564,124;2.538,483;2.513,098;487,967;1.483,087;1.468,256;2.453,574;2.429,038;404,748;400,7;396,693;1.392,726;2.378,799;3.355,011;3.321,461;3.288,246;4.255,364;2.212,81;3.190,682;3.158,775;4.127,188;4.085,916;4.045,057;4.004,606;3.964,56;1.924,914;1.905,665;2.886,609
root.storage.minimumOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.storage.maximumOutput;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000
root.storage.validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.storage.productionOutput;2.000;0;2.000;0;0;0;0;0;2.000;2.000;0;2.000;0;0;0;0;0;2.000;0;0;2.000;0;0;0;0;0;0;0;0;0;2.000;0;0;2.000;2.000;0;0;0;2.000;0;0;0;0;0;0;0;2.000;2.000;0;0;0;0;0;2.000;2.000;0;0;0;2.000;0;0;0;0;0;0;0;2.000;0;0;0;0;2.000;0;0;0;0;2.000;0;0;0;0;0;0;0;0;2.000;0;0;0;0;0;0;0;2.000;0;0
root.storage.consumptionOutput;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;-2.000;0;-2.000;0;-2.000;0;-2.000;-2.000;0;0;0;-2.000;-2.000;0;0;-2.000;0;-2.000;0;-2.000;0;0;0;0;-2.000;0;0;0;0;-2.000;-2.000;-2.000;0;0;0;0;-2.000;0;-2.000;-2.000;-2.000;0;0;-2.000;0;-2.000;0;0;0;0;0;-2.000;-2.000;-2.000;0;-2.000;0;0;0;0;-2.000;0;-2.000;0;0;0;0;-2.000;-2.000;-2.000;0;0;-2.000;0;-2.000;0;-2.000;0;0;0;0;0;0;-2.000
root.storage.balanceOutput;2.000;0;2.000;0;-2.000;-2.000;-2.000;-2.000;2.000;2.000;0;2.000;-2.000;0;-2.000;0;-2.000;2.000;-2.000;-2.000;2.000;0;0;-2.000;-2.000;0;0;-2.000;0;-2.000;2.000;-2.000;0;2.000;2.000;0;-2.000;0;2.000;0;0;-2.000;-2.000;-2.000;0;0;2.000;2.000;-2.000;0;-2.000;-2.000;-2.000;2.000;2.000;-2.000;0;-2.000;2.000;0;0;0;0;-2.000;-2.000;-2.000;2.000;-2.000;0;0;0;2.000;-2.000;0;-2.000;0;2.000;0;0;-2.000;-2.000;-2.000;0;0;-2.000;2.000;-2.000;0;-2.000;0;0;0;0;2.000;0;-2.000
root.thermals[0].probabilityInput;1;1;1;0,5;0,25;0,5;0,5;0,75;0,75;0;0,5;0;0,5;0;0;1;0,25;0;0,75;1;0,25;0,75;0,75;0,25;0,5;0,5;0,75;0;0,75;1;0;0;0,5;0,25;0,75;0,25;1;0,25;0,75;0,5;0,25;0,75;0,5;0,75;0,75;0,75;1;1;0;1;0,25;0,5;0,5;0,25;1;0,5;1;0,25;0;0,75;0,75;0,5;0,5;0,5;0,25;0;1;0;0;0,5;1;0,75;0,75;0,25;0,5;0,25;1;0,75;0,5;0,5;0,75;0;0,75;0;0;0,5;0,75;1;0;1;0,75;0;0,5;0,25;0,75;1
root.thermals[0].commandInput;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;true;false;false;true;true;false;false;false;false;false;false;true;false;true;false;false;false;false;false;true;false;true;false;true;false;false;false;true;false;false;false;true;false;false;false;false;true;false;false;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;true;false;false;true;false;false;true;false;false;false;false;true;false;false;true;false;false;false;false;true
root.thermals[0].temperatureOutput;5;3,5;2;2,5;3;3,5;4;4,5;3;3,5;4;4,5;5;5,5;6;4,5;5;5,5;4;2,5;3;3,5;4;4,5;5;5,5;4;4,5;3;3,5;4;4,5;5;5,5;4;4,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;4;4,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;4;2,5
root.thermals[0].minimumOutput;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
root.thermals[0].maximumOutput;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1
root.thermals[0].validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.thermals[0].productionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.thermals[0].consumptionOutput;-200;-200;-200;0;0;0;0;0;-200;0;0;0;0;0;0;-200;0;0;-200;-200;0;0;0;0;0;0;-200;0;-200;0;0;0;0;0;-200;0;-200;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;-200;0;0;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;-200
root.thermals[0].balanceOutput;-200;-200;-200;0;0;0;0;0;-200;0;0;0;0;0;0;-200;0;0;-200;-200;0;0;0;0;0;0;-200;0;-200;0;0;0;0;0;-200;0;-200;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;-200;0;0;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;-200
root.thermals[1].probabilityInput;1;1;1;0,5;0,25;0,5;0,5;0,75;0,75;0;0,5;0;0,5;0;0;1;0,25;0;0,75;1;0,25;0,75;0,75;0,25;0,5;0,5;0,75;0;0,75;1;0;0;0,5;0,25;0,75;0,25;1;0,25;0,75;0,5;0,25;0,75;0,5;0,75;0,75;0,75;1;1;0;1;0,25;0,5;0,5;0,25;1;0,5;1;0,25;0;0,75;0,75;0,5;0,5;0,5;0,25;0;1;0;0;0,5;1;0,75;0,75;0,25;0,5;0,25;1;0,75;0,5;0,5;0,75;0;0,75;0;0;0,5;0,75;1;0;1;0,75;0;0,5;0,25;0,75;1
root.thermals[1].commandInput;true;true;true;false;false;false;true;false;false;false;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;true;false;true;false;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;true;false;false;true;false;false;false;false;false;true;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;true;false;false;false;false;false;true;false;true;false;false;false;false;false;false;true;true
root.thermals[1].temperatureOutput;5;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;4;4,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;4;4,5;3;3,5;4;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;2;2,5;3;3,5;4;2,5;3;3,5;4;4,5;5;3,5;4;2,5;3;3,5;4;4,5;5;5,5;4;2,5
root.thermals[1].minimumOutput;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
root.thermals[1].maximumOutput;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1
root.thermals[1].validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.thermals[1].productionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.thermals[1].consumptionOutput;-200;-200;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;-200;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;-200;0;0;-200;0;0;0;0;0;-200;0;0;-200;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;-200;0;0;0;0;0;-200;0;-200;0;0;0;0;0;0;-200;-200
