Port;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95
root.net.productionOutput;2.000;0,001;2.000,00;2.000,00;0,006;0,011;0,019;2.000,03;0,06;0,103;0,177;2.000,30;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,50;1.236,99;1.471,52;1.726,36;1.997,41;2.279,13;2.564,72;2.846,29;3.115,20;3.362,50;3.579,36;3.757,65;3.890,42;3.972,32;4.000;3.972,32;3.890,42;3.757,65;3.579,36;3.362,50;3.115,20;2.846,29;2.564,72;2.279,13;1.997,41;1.726,36;1.471,52;1.236,99;1.025,50;838,446;676,053;537,595;421,597;326,068;248,706;187,082;2.138,79;101,539;73,263;52,132;36,584;25,319;17,281;11,632;2.007,72;5,055;3,264;2,078;2.001,31;2.000,81;0,494;0,297;2.000,18;0,103;0,06;0,034;0,019;2.000,01;0,006;0,003;2.000,00;0,001
root.net.consumptionOutput;-2.000;0;-2.000;-2.000;0;0;0;-2.000;0;0;0;-2.000;0;0;0;-200;-400;0;-200;-200;-600;-400;-200;-400;0;-400;-400;-600;-600;-600;-400;-800;-600;-800;-1.000;-1.200;-2.000;-2.000;-2.000;-2.600;-2.600;-2.200;-2.000;-3.000;-2.400;-2.400;-3.000;-3.200;-3.000;-3.000;-3.000;-3.000;-2.600;-2.000;-2.400;-2.000;-2.000;-1.600;-1.200;-800;0;-2.000;-1.000;-400;-600;0;-200;-200;-200;-200;-2.000;-200;0;0;0;0;0;0;-2.000;0;0;0;-2.000;-2.000;0;0;-2.000;0;0;0;0;-2.000;0;0;-2.000;0
root.net.balanceOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;-197,922;-396,736;5,055;-192,278;-188,368;-582,719;-374,681;-163,416;-347,868;73,263;-298,461;-261,213;-412,918;-351,294;-273,932;21,597;-262,405;76,053;38,446;25,503;36,993;-528,482;-273,638;-2,593;-320,869;-35,278;646,291;1.115,20;362,495;1.179,36;1.357,65;890,418;772,318;1.000;972,318;890,418;757,652;979,357;1.362,50;715,203;846,291;564,722;679,131;797,407;926,362;1.471,52;-763,007;25,503;438,446;76,053;537,595;221,597;126,068;48,706;-12,918;138,787;-98,461;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.solar.efficiencyInput;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
root.solar.productionOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,50;1.236,99;1.471,52;1.726,36;1.997,41;2.279,13;2.564,72;2.846,29;3.115,20;3.362,50;3.579,36;3.757,65;3.890,42;3.972,32;4.000;3.972,32;3.890,42;3.757,65;3.579,36;3.362,50;3.115,20;2.846,29;2.564,72;2.279,13;1.997,41;1.726,36;1.471,52;1.236,99;1.025,50;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.solar.consumptionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.solar.balanceOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,50;1.236,99;1.471,52;1.726,36;1.997,41;2.279,13;2.564,72;2.846,29;3.115,20;3.362,50;3.579,36;3.757,65;3.890,42;3.972,32;4.000;3.972,32;3.890,42;3.757,65;3.579,36;3.362,50;3.115,20;2.846,29;2.564,72;2.279,13;1.997,41;1.726,36;1.471,52;1.236,99;1.025,50;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.storage.commandInput;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0
root.storage.levelOutput;10.000;9.900;7.801;5.722,99;5.665,76;5.609,10;5.553,01;3.497,48;3.462,51;3.427,88;3.393,60;1.359,67;1.346,07;1.332,61;1.319,28;1.306,09;1.293,03;1.280,10;1.267,30;1.254,63;1.242,08;1.229,66;1.217,36;1.205,19;1.193,14;1.181,21;1.169,39;1.157,70;1.146,12;1.134,66;1.123,31;1.112,08;1.100,96;1.089,95;1.079,05;1.068,26;2.057,58;3.037,00;4.006,63;4.966,57;5.916,90;6.857,73;7.789,15;8.711,26;9.624,15;10.527,91;11.422,63;12.308,40;13.185,32;14.053,47;14.912,93;15.763,80;16.606,16;17.440,10;18.265,70;19.083,04;19.892,21;19.693,29;19.496,36;19.301,40;19.108,38;19.917,30;19.718,12;19.520,94;19.325,73;19.132,48;18.941,15;18.751,74;18.564,22;18.378,58;16.194,79;16.032,85;15.872,52;15.713,79;15.556,66;15.401,09;15.247,08;15.094,61;12.943,66;12.814,22;12.686,08;12.559,22;10.433,63;8.329,29;8.246,00;8.163,54;6.081,90;6.021,09;5.960,87;5.901,27;5.842,25;3.783,83;3.745,99;3.708,53;1.671,45;1.654,73
root.storage.minimumOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.storage.maximumOutput;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000
root.storage.validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.storage.productionOutput;2.000;0;2.000;2.000;0;0;0;2.000;0;0;0;2.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.000;0;0;0;0;0;0;0;2.000;0;0;0;2.000;2.000;0;0;2.000;0;0;0;0;2.000;0;0;2.000;0
root.storage.consumptionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;0;-2.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.storage.balanceOutput;2.000;0;2.000;2.000;0;0;0;2.000;0;0;0;2.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;0;-2.000;0;0;0;0;0;0;0;0;2.000;0;0;0;0;0;0;0;2.000;0;0;0;2.000;2.000;0;0;2.000;0;0;0;0;2.000;0;0;2.000;0
root.thermals[0].probabilityInput;1;0;1;1;0,25;0,75;0;1;0,75;0,5;0;1;0,25;1;0;0,25;0,25;0;0,25;0,25;0,25;0,25;0,25;0;0;0,25;0,25;0;0,25;0,5;0,25;0;0,25;0,25;0,5;0,25;0;0;0;0;0,5;0,25;0;0;0,25;0,25;0,5;0,5;0,75;0,75;0,25;1;1;0,25;0,25;0;0;1;0,5;1;1;0,25;0,5;0,5;0,75;0,25;0,25;0,25;0,5;0,25;1;0,25;0,75;0;0;0;0;0,25;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0,25;1;0
root.thermals[0].commandInput;true;false;true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;true;false;false;false;false;false;false;true;true;false;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;true;true;false;false;true;false;false;false;false;true;false;false;true;false
root.thermals[0].temperatureOutput;5;5,5;4;2,5;3;3,5;4;2,5;3;3,5;4;2,5;3;3,5;4;4,5;5;5,5;6;6,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;4;4,5;5;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;7;7,5;6;4,5;3;3,5;2;2,5;3;3,5;4;4,5;5;3,5;2;2,5;3;3,5;4;4,5;3;3,5;4;4,5;5;5,5;4;4,5;5;5,5;6;6,5;7;7,5;6;6,5;7;7,5;6;4,5;5;5,5;4;4,5;5;5,5;6;4,5;5;5,5;4;4,5
root.thermals[0].minimumOutput;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
root.thermals[0].maximumOutput;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1
root.thermals[0].validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.thermals[0].productionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.thermals[0].consumptionOutput;-200;0;-200;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;0;0;0;-200;0;0;0;0;0;0;-200;-200;-200;0;0;0;-200;0;0;0;0;0;0;0;0;0;-200;0;0;-200;-200;-200;0;-200;0;0;0;0;0;0;-200;-200;0;0;0;0;0;-200;0;0;0;0;0;-200;0;0;0;0;0;0;0;-200;0;0;0;-200;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0
root.thermals[0].balanceOutput;-200;0;-200;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;0;0;0;-200;0;0;0;0;0;0;-200;-200;-200;0;0;0;-200;0;0;0;0;0;0;0;0;0;-200;0;0;-200;-200;-200;0;-200;0;0;0;0;0;0;-200;-200;0;0;0;0;0;-200;0;0;0;0;0;-200;0;0;0;0;0;0;0;-200;0;0;0;-200;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0
root.thermals[1].probabilityInput;1;0;1;1;0,25;0,75;0;1;0,75;0,5;0;1;0,25;1;0;0,25;0,25;0;0,25;0,25;0,25;0,25;0,25;0;0;0,25;0,25;0;0,25;0,5;0,25;0;0,25;0,25;0,5;0,25;0;0;0;0;0,5;0,25;0;0;0,25;0,25;0,5;0,5;0,75;0,75;0,25;1;1;0,25;0,25;0;0;1;0,5;1;1;0,25;0,5;0,5;0,75;0,25;0,25;0,25;0,5;0,25;1;0,25;0,75;0;0;0;0;0,25;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0,25;1;0
root.thermals[1].commandInput;true;false;true;true;false;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;true;false;false;false;false;false;false;true;false;false;false;true;true;false;false;false;true;true;true;false;false;false;false;false;false;true;false;true;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;true;true;false;false;true;false;false;false;false;true;false;false;true;false
root.thermals[1].temperatureOutput;5;5,5;4;2,5;3;3,5;4;2,5;3;3,5;4;2,5;3;3,5;4;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;6;6,5;7;7,5;6;6,5;5;5,5;6;6,5;7;7,5;8;6,5;7;7,5;8;6,5;5;5,5;6;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;3,5;4;2,5;3;3,5;2;2,5;3;3,5;4;4,5;5;5,5;4;4,5;5;5,5;6;6,5;7;7,5;6;6,5;7;7,5;6;4,5;5;5,5;4;4,5;5;5,5;6;4,5;5;5,5;4;4,5
root.thermals[1].minimumOutput;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
root.thermals[1].maximumOutput;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1
root.thermals[1].validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.thermals[1].productionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.thermals[1].consumptionOutput;-200;0;-200;-200;0;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;0;0;0;0;0;-200;0;0;0;-200;0;-200;0;0;0;0;0;0;-200;0;0;0;-200;-200;0;0;0;-200;-200;-200;0;0;0;0;0;0;-200;0;-200;0;0;-200;0;0;0;0;0;0;0;-200;0;0;0;0;0;0;0;-200;0;0;0;-200;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0
root.thermals[1].balanceOutput;-200;0;-200;-200;0;0;0;-200;0;0;0;-200;0;0;0;-200;0;0;0;0;0;0;0;0;0;0;-200;0;0;0;-200;0;-200;0;0;0;0;0;0;-200;0;0;0;-200;-200;0;0;0;-200;-200;-200;0;0;0;0;0;0;-200;0;-200;0;0;-200;0;0;0;0;0;0;0;-200;0;0;0;0;0;0;0;-200;0;0;0;-200;-200;0;0;-200;0;0;0;0;-200;0;0;-200;0
root.thermals[2].probabilityInput;1;0;1;1;0,25;0,75;0;1;0,75;0,5;0;1;0,25;1;0;0,25;0,25;0;0,25;0,25;0,25;0,25;0,25;0;0;0,25;0,25;0;0,25;0,5;0,25;0;0,25;0,25;0,5;0,25;0;0;0;0;0,5;0,25;0;0;0,25;0,25;0,5;0,5;0,75;0,75;0,25;1;1;0,25;0,25;0;0;1;0,5;1;1;0,25;0,5;0,5;0,75;0,25;0,25;0,25;0,5;0,25;1;0,25;0,75;0;0;0;0;0,25;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0,25;1;0
