Port;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95
root.net.balanceInputs[10];0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0
root.net.balanceInputs[11];0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0
root.net.validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.net.productionOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;2.000,034;2.000,06;2.000,103;2.000,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,503;1.236,993;1.471,518;1.726,362;1.997,407;2.279,131;2.564,722;2.846,291;3.115,203;3.362,495;3.579,357;3.757,652;3.890,418;3.972,318;4.000;3.972,318;3.890,418;3.757,652;3.579,357;3.362,495;3.115,203;2.846,291;2.564,722;2.279,131;1.997,407;1.726,362;1.471,518;1.236,993;1.025,503;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;2.101,539;2.073,263;2.052,132;2.036,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;2.000,103;2.000,06;2.000,034;2.000,019;0,011;0,006;0,003;0,002;0,001
root.net.consumptionOutput;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-4.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0
root.net.balanceOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;-1.947,868;-1.926,737;-1.898,461;-1.861,213;187,082;248,706;326,068;421,597;537,595;676,053;838,446;-974,497;-763,007;-528,482;-273,638;-2,593;279,131;564,722;846,291;-884,797;1.362,495;1.579,357;1.757,652;1.890,418;1.972,318;2.000;1.972,318;1.890,418;1.757,652;1.579,357;1.362,495;1.115,203;846,291;564,722;279,131;-2,593;-273,638;-528,482;-763,007;-974,497;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.solar.efficiencyInput;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
root.solar.productionOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,503;1.236,993;1.471,518;1.726,362;1.997,407;2.279,131;2.564,722;2.846,291;3.115,203;3.362,495;3.579,357;3.757,652;3.890,418;3.972,318;4.000;3.972,318;3.890,418;3.757,652;3.579,357;3.362,495;3.115,203;2.846,291;2.564,722;2.279,131;1.997,407;1.726,362;1.471,518;1.236,993;1.025,503;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.solar.consumptionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.solar.balanceOutput;0;0,001;0,002;0,003;0,006;0,011;0,019;0,034;0,06;0,103;0,177;0,297;0,494;0,808;1,305;2,078;3,264;5,055;7,722;11,632;17,281;25,319;36,584;52,132;73,263;101,539;138,787;187,082;248,706;326,068;421,597;537,595;676,053;838,446;1.025,503;1.236,993;1.471,518;1.726,362;1.997,407;2.279,131;2.564,722;2.846,291;3.115,203;3.362,495;3.579,357;3.757,652;3.890,418;3.972,318;4.000;3.972,318;3.890,418;3.757,652;3.579,357;3.362,495;3.115,203;2.846,291;2.564,722;2.279,131;1.997,407;1.726,362;1.471,518;1.236,993;1.025,503;838,446;676,053;537,595;421,597;326,068;248,706;187,082;138,787;101,539;73,263;52,132;36,584;25,319;17,281;11,632;7,722;5,055;3,264;2,078;1,305;0,808;0,494;0,297;0,177;0,103;0,06;0,034;0,019;0,011;0,006;0,003;0,002;0,001
root.storage.commandInput;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
root.storage.levelOutput;10.000;9.900;9.801;9.702,99;9.605,96;9.509,9;9.414,801;7.320,653;5.247,447;3.194,972;1.163,023;1.151,393;1.139,879;1.128,48;1.117,195;1.106,023;1.094,963;1.084,013;1.073,173;1.062,441;1.051,817;1.041,299;1.030,886;1.020,577;1.010,371;1.000,267;990,265;980,362;970,558;960,853;951,244;941,732;932,315;922,991;1.913,762;2.894,624;3.865,678;4.827,021;5.778,751;5.720,963;5.663,754;5.607,116;6.551,045;7.485,534;8.410,679;9.326,572;10.233,307;11.130,974;12.019,664;12.899,467;13.770,472;14.632,768;15.486,44;16.331,576;17.168,26;16.996,577;16.826,612;16.658,345;16.491,762;17.326,844;18.153,576;18.972,04;19.782,32;19.584,497;19.388,652;19.194,765;19.002,817;18.812,789;18.624,661;18.438,415;18.254,031;16.071,49;13.910,775;11.771,668;9.653,951;9.557,411;9.461,837;9.367,219;9.273,547;9.180,811;9.089,003;8.998,113;8.908,132;8.819,051;8.730,86;8.643,552;8.557,116;6.471,545;4.406,829;2.362,761;339,134;335,742;332,385;329,061;325,77;322,513
root.storage.minimumOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.storage.maximumOutput;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000
root.storage.validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.storage.productionOutput;0;0;0;0;0;0;0;2.000;2.000;2.000;2.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.000;2.000;2.000;2.000;0;0;0;0;0;0;0;0;0;0;0;0;2.000;2.000;2.000;2.000;0;0;0;0;0
root.storage.consumptionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.storage.balanceOutput;0;0;0;0;0;0;0;2.000;2.000;2.000;2.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;-2.000;0;0;0;0;-2.000;-2.000;-2.000;-2.000;0;0;0;0;0;0;0;0;2.000;2.000;2.000;2.000;0;0;0;0;0;0;0;0;0;0;0;0;2.000;2.000;2.000;2.000;0;0;0;0;0
root.thermals[0].probabilityInput;0,5;1;0,75;0;0;0,75;1;0;0,25;0;0,75;1;0,25;0,75;0,75;0,75;1;0,5;0,75;1;0;1;0,25;1;0,25;0;0,25;1;1;0,25;0,25;0,5;0,25;1;0,5;0,75;0,25;0,25;0;0,5;0,75;0,75;0,5;0;0;0;0;0,75;1;0,25;0,5;0,5;0;1;0,25;0,5;0;0,75;0,25;0;1;0,5;0;0,5;0;0,25;1;0,75;1;1;0,75;1;0,5;0;0,75;0,25;1;0;0,25;0,25;0,75;0,5;1;0,25;0,75;0;0,25;0,25;0,5;0;1;0,5;0,5;0,5;0,75;0,75
root.thermals[0].commandInput;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false
root.thermals[0].temperatureOutput;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5
root.thermals[0].minimumOutput;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
root.thermals[0].maximumOutput;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1
root.thermals[0].validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.thermals[0].productionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.thermals[0].consumptionOutput;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0
root.thermals[0].balanceOutput;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0
root.thermals[1].probabilityInput;0,5;1;0,75;0;0;0,75;1;0;0,25;0;0,75;1;0,25;0,75;0,75;0,75;1;0,5;0,75;1;0;1;0,25;1;0,25;0;0,25;1;1;0,25;0,25;0,5;0,25;1;0,5;0,75;0,25;0,25;0;0,5;0,75;0,75;0,5;0;0;0;0;0,75;1;0,25;0,5;0,5;0;1;0,25;0,5;0;0,75;0,25;0;1;0,5;0;0,5;0;0,25;1;0,75;1;1;0,75;1;0,5;0;0,75;0,25;1;0;0,25;0,25;0,75;0,5;1;0,25;0,75;0;0,25;0,25;0,5;0;1;0,5;0,5;0,5;0,75;0,75
root.thermals[1].commandInput;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false
root.thermals[1].temperatureOutput;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5;5;5,5;6;6,5;7;7,5;8;6,5;5;3,5;2;2,5;3;3,5;4;4,5
root.thermals[1].minimumOutput;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9;1,9
root.thermals[1].maximumOutput;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1;8,1
root.thermals[1].validOutput;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
root.thermals[1].productionOutput;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
root.thermals[1].consumptionOutput;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0
root.thermals[1].balanceOutput;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0;0;0;0;0;0;0;0;-200;-200;-200;-200;0;0;0;0;0
root.thermals[2].probabilityInput;0,5;1;0,75;0;0;0,75;1;0;0,25;0;0,75;1;0,25;0,75;0,75;0,75;1;0,5;0,75;1;0;1;0,25;1;0,25;0;0,25;1;1;0,25;0,25;0,5;0,25;1;0,5;0,75;0,25;0,25;0;0,5;0,75;0,75;0,5;0;0;0;0;0,75;1;0,25;0,5;0,5;0;1;0,25;0,5;0;0,75;0,25;0;1;0,5;0;0,5;0;0,25;1;0,75;1;1;0,75;1;0,5;0;0,75;0,25;1;0;0,25;0,25;0,75;0,5;1;0,25;0,75;0;0,25;0,25;0,5;0;1;0,5;0,5;0,5;0,75;0,75
